Image_ID,Item_ID,Question,Answer,Image_Path
61f4+XOycTL,B08237C6YL,What is the overall design pattern of the Movian Archar rug?,Geometric,c0/c0c51c57.jpg
71-3ES575bL,B07TH3G1DH,Is this case hard or soft?,Hard,5e/5e2e348f.jpg
71qlZLfN5KL,B07T9TPHG5,Is this case slim?,Yes,66/66f3a68c.jpg
61SUK6DZPuL,B01LYHWMS4,Is a warranty included?,Yes,ab/ab92ac88.jpg
A1CJWWmiDdL,B075ZB9WCW,Is this rug reversible?,Yes,56/562edb3f.jpg
61uEsM84wML,B07XCLXY3G,What is the material of this utensil holder?,Metal,98/98293284.jpg
61sG0NClozL,B07R5V8JL2,Is this case compatible with the iPhone 7?,Yes,6b/6be33f8b.jpg
71UPHAuMI1L,B07T81154Z,Is this case compatible with a Samsung Galaxy S7 Edge?,Yes,66/66f3a68c.jpg
71RpsNE8MqL,B07T9TNSP9,Is this case compatible with the Vivo Y95?,Yes,66/66f3a68c.jpg
81tQR-ojKwL,B079V5JHW2,Are these shoes made of leather?,No,48/48f84ef1.jpg
71C2vdmKywL,B077SNPD97,What is the color of the container?,Black,51/511cec6b.jpg
61m21-ypAEL,B07G38F2N9,What is the color of the AmazonBasics cat tree?,Beige,68/68e8012b.jpg
61kbPn+xNBL,B08563T1XQ,What is the phone case's design?,Eiffeltower,19/19575458.jpg
818ZRNPmwTL,B0721TSVKZ,Are these snack packs individually wrapped?,Yes,97/97bc32df.jpg
71+CSHebnKL,B079PCMQW9,Is this body wash dermatologist tested?,Yes,20/20533b83.jpg
71AR2fWLERL,B0789FP5XL,Is the upper made of leather?,Yes,10/108742cb.jpg
61kZ43SFMWL,B07TH2YZBL,Is this case slim?,Yes,70/70302d65.jpg
81vXpnYcUKL,B075M8YKK7,Is this product organic?,Yes,65/6533a9c3.jpg
71gUcrTT7zL,B07DBHBB4N,What is the loveseat's primary upholstery material?,Polyester,c7/c70dc534.jpg
61xSbyyA1wL,B07TB53HKG,Is this LG K7 phone case compatible with wireless charging?,No,49/49b1b22b.jpg
81BTUYNZN6L,B074HBY6Y8,Are these crostini vegetarian?,Yes,e6/e672116e.jpg
71N6KtUME7L,B07T1L6MN1,Is this case compatible with the Micromax Canvas 5 E481?,Yes,49/49b1b22b.jpg
71McsmRVKXL,B078N2KZDF,What color is the headset?,Black,49/492929ff.jpg
51wiRu6gT9L,B0853WY9W6,What is the primary material of this phone case?,Plastic,36/36cae1bf.jpg
71mSD8wU34L,B0853XC41C,What is the design featured on this phone case?,Butterflies,36/36cae1bf.jpg
81KdMj8EoKL,B07TG411D8,Is this case slim?,Yes,49/49b1b22b.jpg
61jD3TJYFiL,B07NRLZ6Z4,What type of vinegar is this?,White,6c/6cba1653.jpg
71idapSZQ4L,B07TF1CCZ5,Is this case compatible with the InFocus M2 phone?,Yes,cf/cf8691b2.jpg
71hykuVUr4L,B07TCWR69F,Is this case hard?,Yes,49/49b1b22b.jpg
714Dl701gEL,B079V1WMBB,What is the color of the shoes?,Navy,60/602c6918.jpg
618CkNIAd4L,B07Z415XX1,What is the phone model compatibility?,Vivo Y21L,47/473a81c7.jpg
71o3KOeTzPL,B07TG4WGFC,Is the case precisely cut for all buttons and ports?,Yes,49/49b1b22b.jpg
81I2K5KfYHL,B0853WY67F,What is the design printed on the phone case?,Tiger,b1/b1d1491d.jpg
81I7Ww3M5PL,B07TG425J3,Is the lavender field image printed directly onto the case?,Yes,49/49b1b22b.jpg
81m-Eb-VljL,B075Z2ZVJ6,Are these loafers made of genuine leather?,No,39/392d4a97.jpg
51PM7A3SE+L,B07PPXFB58,What is the color of the ballet flat?,Gold,b8/b84683c5.jpg
91JvaZVuPZL,B079D7HKBY,Is this tie made from 100% silk?,Yes,4e/4e33940e.jpg
819KUhMbmaL,B074MHPDKZ,How many doses are in this package?,Six,43/43025d22.jpg
61MT61WpmKL,B06XG4PZ5N,Is the leather upper soft to the touch?,Yes,c6/c6c2b7db.jpg
81OUleNhfnS,B000W9F8F6,Is the glass tabletop tempered?,Yes,52/52cdc9b7.jpg
81GoM0JR3WL,B074J6TR6R,What is the brand of this orange juice?,365,06/06491afa.jpg
71b2nob9HDL,B07TH325C9,Is the elephant image printed directly onto the hard case?,Yes,2f/2f16cb2b.jpg
51iAHPVIgRL,B074MGWHMQ,Is this body cream made in the USA?,No,94/9437d04c.jpg
81bYwzjAH0L,B081Q77S4V,What is the flavor of these cookies?,Snickerdoodle,20/20533b83.jpg
715XtczRIKL,B08569MFYF,What is the design style of the phone case?,Wooden,2f/2f357c87.jpg
71sH4B01wYL,B07H93GTHW,Is assembly required?,Yes,07/07bfa643.jpg
611AH1RdrLL,B01GCRZ9LO,Is the patio heater propane or electric?,Propane,34/343f783e.jpg
51vovMYkp6L,B079V7F2BP,Are these K-Cup pods compatible with 2.0 brewers?,Yes,59/59ef37b4.jpg
71z4LaFczlL,B07T7ZZT68,Is this case compatible with the LG K10 phone?,Yes,ae/aef98e2e.jpg
71knZfca+-L,B06XS5FTRD,Is this matcha powder resealable?,Yes,90/900a3290.jpg
71n1-bNgRML,B07TG4VZW4,Is this case hard?,Yes,49/49b1b22b.jpg
81FmP4RTWnL,B07TGZS6MZ,Is this case compatible with a Sony Xperia X?,Yes,5d/5d892d8a.jpg
71RN+dMjozL,B07TCWRLVR,Is this case compatible with the Vivo V5?,Yes,4a/4a013b3f.jpg
714R68PgH1L,B081W6M2ZC,What is the primary flavor profile of this salmon?,Teriyaki,c3/c36767c6.jpg
71Eg1UwsASL,B07TQH9VYJ,What color is the bird depicted on the case?,Red,49/49b1b22b.jpg
81ztOYcmnOL,B07CCW6VTN,Is this laundry powder suitable for hand washing?,Yes,27/2705cbf0.jpg
61fDlUFSUhL,B0813JH5M5,What color are the sandals?,Black,54/54c7148c.jpg
81QvyC-PJLL,B07W6ZQKDF,What is the ice cream flavor?,RockyRoad,c9/c90d9ef0.jpg
71y+bNOeAmL,B07DFH7G3T,What is the main color of these curtains?,Grey,68/68f28a5c.jpg
61+fsAmOTKL,B07TG47RXW,Is this case slim?,Yes,66/66f3a68c.jpg
61ax5CulfOL,B01MYEYBHI,What color are the shoes?,Burgundy,60/60b5824b.jpg
81B4e0EI1FL,B019NTE5YU,Is the cover waterproof?,Yes,1e/1e76d210.jpg
71MMqlMsENL,B07K7M4YMV,Is the table height adjustable?,Yes,54/54415867.jpg
51hLqa5+ROL,B01LX3MKKX,Are these storage boxes transparent?,Yes,aa/aafa364b.jpg
81x3YFwpDRL,B01HEQRIZ2,Is this shoe cabinet fully assembled upon delivery?,No,2f/2f78bae8.jpg
71eCsEVpA7L,B07CMHRZS2,Are the bristles soft on these toothbrushes?,Yes,07/07c30c8b.jpg
81Vu6WPsq-L,B07T948JXN,Is this case slim?,Yes,a0/a0a017e1.jpg
61JvNy60pML,B0788C6P5J,Are these shoes made of suede?,Yes,4b/4b5a1926.jpg
81PoQg7Z2SL,B07TH374MP,Is this case hard?,Yes,66/66f3a68c.jpg
71gPsrxLBvL,B07TC6DSKK,Is the case design exactly as shown in the product image?,Yes,9d/9d09f28e.jpg
71z8WC8LIhL,B07TG4VTMY,Is this case compatible with the Gionee A1?,Yes,66/66f3a68c.jpg
716+5C3o0iL,B07TH39LZB,Is this case compatible with the Lenovo Phab2 Plus?,Yes,66/66f3a68c.jpg
81i5Z0XC1HL,B07TCGC8SY,Are these slip-on shoes?,Yes,1a/1a6d7f11.jpg
61lpkoKI2kL,B084BHNNSR,What is the primary design feature of this phone case?,Monogram,0c/0c2a8ff4.jpg
81ZDEHxRDKL,B07TBV3NY8,"Is the Hello Kitty image actually raised, or just printed on the case?",Printed,66/66f3a68c.jpg
71qa9wOSeKL,B0142RYEAI,What is the material of the Sixth & Love Women's Zip Bootie?,Leather,3c/3ca4f68f.jpg
81j1b89wjfL,B07TF1FK9N,Is the Nokia 6.1 Plus case's print a  hard-plastic or soft-silicone material?,Hard,85/85c23707.jpg
61GS0OyT5+L,B0813ZM38S,What is the nozzle type?,3-way,47/47ef0c16.jpg
61vz-jIUUsL,B07TG38J1Q,Is this case slim?,Yes,49/49b1b22b.jpg
51zBdZ1Ux4L,B0779D4BTN,What is the dosage of aspirin in each tablet?,325mg,db/dbb34a0c.jpg
71FQUi+HgUL,B07SZYWQ3P,Is this case hard?,Yes,23/233db23e.jpg
71D1vd9ajXL,B07TC5HFXJ,Is the image on the case a direct print or a sticker?,Print,66/66f3a68c.jpg
617pFcXmI-L,B0853XFYNG,What is the phone case's material?,Plastic,d8/d89025e7.jpg
81NqmgiOdKL,B01N4PA3FQ,Is the shoe compartment waterproof?,Yes,d8/d8c6aa12.jpg
91xRt-lhPbL,B07BG76NV2,Is this meal kit ready in under 30 minutes?,Yes,c1/c169413e.jpg
51mp38DduFL,B07YG254RX,What color are the shoes?,Beige,0c/0ce8ff42.jpg
81op5SDW1TL,B0757YL14D,Is this a remanufactured product?,Yes,5b/5bd2738a.jpg
81HycLU9FjL,B075XSNG1M,Does this power bank include a wall adapter?,No,c0/c0bc6a62.jpg
91rQv0IC5cL,B07QCQ3HYZ,What is the bed size of this headboard?,Full,04/04548a85.jpg
71ZW4wCiqoL,B07TBV3LNP,Is this case hard?,Yes,66/66f3a68c.jpg
51XnJfZ1mxL,B0123UK4JG,Is the Solimo Kadai's lid made of glass?,Yes,b9/b9d4c45d.jpg
71I0UEI+H-L,B07ZPQGY67,What is the material composition of these baby bodysuits?,Cotton,7c/7c382048.jpg
71e28-yB3+L,B07TG4VTW8,Is this a slim case?,Yes,ad/ad093f07.jpg
71mouL4ji0L,B07PX3D82S,What is the number of drawers on this nightstand?,Two,29/2987e01d.jpg
61-Rlr9E6jL,B081HMXDWP,What is the case's material?,Plastic,47/47f0c738.jpg
71DjznAa-aL,B01ASW4122,Is this cover water-resistant?,Yes,48/48069583.jpg
71Dh3es52FL,B0853YYPH2,What is the material of this phone case?,Silicon,85/85192c70.jpg
61xR2xnMWvL,B01MR892ED,Are the included screws 1 inch and 1.63 inches in length?,Yes,3c/3c2f7574.jpg
71vD1klNDbL,B079LC6XCD,Is the frame's glass protective?,Yes,b8/b800bf20.jpg
71r+Lu7sFRL,B07TCWQ1FZ,Is this case compatible with the Micromax Canvas Selfie 2 Q340?,Yes,49/49b1b22b.jpg
61xR2puO6zL,B083PB2JCS,What is the frame material of this phone case?,Metal,92/925f1551.jpg
41G53jD0T-L,B01M8I8KMH,Is this hub compatible with USB 2.0?,Yes,d9/d91e9beb.jpg
81+PExHgTdL,B079VSYSTL,Are these sneakers made of genuine leather?,No,27/271faf58.jpg
81rM24Ue6qL,B07TG4FD74,Is this a slim case?,Yes,ac/ac8c8f0b.jpg
81+amE0DrTL,B07T9TMMR2,Is this case 3D printed?,Yes,49/49b1b22b.jpg
713uHRsRSNL,B07J4VHVH7,What is the door handle's style?,Privacy,3c/3ce741f5.jpg
61MpJbhKMuL,B081HN6Z56,What is the design style of this phone case?,Monogram,64/64d7dfef.jpg
B1c3YRJEW-S,B073P1BJDD,What is the shape of this canvas print?,Square,b4/b4c8e654.jpg
61LPL7xbdLL,B07DBB7FVL,What is the table's color?,Black,09/093e4ebd.jpg
71HJqPv2SrL,B07PFJ2692,What is the boot's color?,Brown,2e/2e03a380.jpg
91+-ZH-CGzL,B074M992K3,Are these waffles certified Kosher?,Yes,60/60c1755c.jpg
71zIV-qxbQL,B07VSTTSSC,What is the color of the Movian Galga footstool?,Lightgrey,38/38199a81.jpg
91-MGRymDwL,B07B4M35MF,Are the sofa cushions reversible?,Yes,75/75ef9906.jpg
71lR85DGa9L,B07TG4Y71H,Is this case slim?,Yes,ba/baa093f9.jpg
71Moemd3i0L,B07TH2QH8N,Is the printed image on the phone case a high-resolution design?,Yes,66/66f3a68c.jpg
71G2xh3+swL,B06XH8FZ1C,Are these sandals made of 100% leather?,Yes,8c/8c12dd62.jpg
611dGQ309XL,B07BDY85D2,Are these sneakers canvas?,Yes,0c/0cb44250.jpg
91rQv0IC5cL,B07QCQ3HYZ,What is the bed size of this headboard?,Full,3d/3d75bc45.jpg
81n5NoqHT+L,B082QJYDZN,What is the type of juice?,Prune,59/5931f1f4.jpg
A1L1Pv2sKGL,B075X2X4SV,Is this ottoman made-to-order?,Yes,43/433be40a.jpg
51HRWkcrZgL,B07DNXP2T6,What is the metal of the ring?,Gold,26/26af8795.jpg
71ztm3HAG1L,B07762Z88P,What is the finish type of this toilet paper holder?,SatinNickel,5c/5caff67b.jpg
711AKrHwnyL,B07BHXL5PB,Are these curtains machine washable?,Yes,a2/a2a7fc4b.jpg
71tIcnTgMtL,B0853X5RT5,What is the phone case material?,Silicon,85/85192c70.jpg
91WXPznEE3L,B07JQN788X,What is the length of this lounger cushion in inches?,77,1a/1a8d2fef.jpg
81B4e0EI1FL,B019NTE5YU,What is the cover's color?,Green,1e/1e76d210.jpg
81-hbo24rBL,B07TG4CTK9,Is this phone case compatible with the Micromax Canvas Selfie 2 Q340?,Yes,49/49b1b22b.jpg
81tQR-ojKwL,B079TYMQYQ,Are these shoes made of leather?,No,8f/8fc3932f.jpg
811ZQWd4fPL,B081Q8SF44,What is the material of the shopping cart's bag?,Polyester,7f/7f1039fc.jpg
81VbF3xWvnL,B06XJ9MWZ8,Is this dome waterproof?,Yes,51/517b2614.jpg
51L-MyU8SdL,B07K7NSKCZ,Is the table extendable?,Yes,83/83b01ea7.jpg
91TFZG1n+SS,B000W7C7PC,Is assembly required for this Strathwood wicker chair?,No,43/43f706af.jpg
91ZB-8rwErL,B073P5JWPX,Is this wall art ready to hang?,Yes,06/06bd569c.jpg
71fiQUwQhYL,B08436J2MB,What is the style of these men's formal shoes?,Derby,80/806775db.jpg
81G19IhqN9L,B07SZM1F15,Is this pump self-priming?,Yes,ac/acbf035a.jpg
81tp5UABhbL,B07D6T11PG,Are these marshmallows fat-free?,Yes,26/26e9da34.jpg
81TiVWbF4sL,B072V9J18H,"Is the ""petrol blue velvet""  a true-to-image representation of the sandal's color?",Yes,b9/b9d51be1.jpg
51qwz6TOw5L,B07DPX8DVB,Is the image depicting only the neck pillow?,No,54/5433aa64.jpg
51AbYbblgmL,B081HP5VWV,What is the case material?,Plastic,d8/d89025e7.jpg
71dYaoBm1mL,B07QD5MQRS,What is the serving size of this dinnerware set?,Six,91/91066a96.jpg
61ax5CulfOL,B01MYEYBHI,Is the bow on these flats removable?,No,8f/8f08ea18.jpg
71RBbjmlJJL,B07ZFS1GS7,What is the color of the shoes?,Black,1e/1e3f0641.jpg
81HaQ2a6U+L,B07TG4G462,Is the case compatible with a Samsung Z2?,Yes,dc/dc9572ce.jpg
91zZKUwn1LL,B073NZWZLS,Is the frame white?,Yes,a1/a1b40c0a.jpg
71G2xh3+swL,B06XH8FZ1C,Are these sandals made of 100% leather?,Yes,7c/7c4088f0.jpg
6135SIAlYML,B07GZT4VGK,What is the color of the earplugs?,Pink,14/1450562d.jpg
81Hzx+NdxUL,B07TG4RXKZ,Is this case slim?,Yes,86/860df42b.jpg
71TyHW1l9ML,B07TF1BJS5,Is this a slim case?,Yes,72/7264fd9a.jpg
81hUfgwChFL,B07TC5BS33,Is this case compatible with the Vivo Y51L phone model?,Yes,84/847b7768.jpg
71Hkt93p6mL,B018FCZBMG,What is the color of the stand?,Black,79/791d4d1c.jpg
71RXp8pFgLL,B07NQW1ZCC,How many goggles are included?,Six,6d/6d8a19a0.jpg
719oQW-oY2L,B07V2CGB91,Is this storage bag waterproof?,Yes,54/547ecd50.jpg
61m21-ypAEL,B07G38F2N9,What is the color of the AmazonBasics cat tree?,Beige,78/788edf13.jpg
81llM3QKMUL,B0748R4SPC,What is the color of the slipper?,Beige,92/92e19da1.jpg
81JNm30C07L,B06X9W6ZF1,Are these shoes made of leather?,Yes,0a/0a9b13aa.jpg
71lusFfqR-L,B07PRWL8TF,What is the shape of the coffee table?,Round,b1/b1106e13.jpg
51S4kh+-mLL,B074M9M2LK,Is this tuna packed in oil?,No,1b/1bce53ad.jpg
81PpVKGAPuL,B07654R44B,Is this coconut oil refined?,Yes,7e/7ecf343f.jpg
811xi+ecxOL,B07TH37L1H,Is this case compatible with the Vivo Y21L?,Yes,49/49b1b22b.jpg
A1Ur9cRpreS,B000T2UXLU,What is the rug's shape?,Rectangular,b4/b46fb985.jpg
71aPqwwhZuL,B015I37A9W,What is the cable length?,Six,d6/d6fc74c2.jpg
71VKBeCrjvL,B07TG4SYGG,Is this case compatible with the Micromax Canvas Selfie 2 Q340?,Yes,49/49b1b22b.jpg
61qilnNPJXL,B07KZ6ZZWT,Is this a fitted sheet?,No,00/004f2d19.jpg
71vUHopSPXL,B07TC5V4BW,Is the donut image on this phone case printed directly onto the case?,Yes,b4/b4ad6612.jpg
712NYLjjsgL,B07Z8FCVZB,What is the style of shoe?,Moccasin,c8/c89ac41b.jpg
91C8D7aB-aL,B01DFDQ764,Is this a pair of curtains?,Yes,3e/3e50013a.jpg
81BTUYNZN6L,B074HBY6Y8,Are these crostini pieces individually wrapped?,No,94/94e5d9f6.jpg
81kD50FKl7L,B07T1JTXHY,Is this case slim?,Yes,66/66f3a68c.jpg
810ACwnKH5L,B07Q1CWHJD,What is the color of the mat?,Azul,38/38167e9a.jpg
71ewX6O7pFL,B07WDY5NBJ,What is the diaper size?,3,b7/b7d35dff.jpg
81TUfqF+4vL,B07T1ZFCL2,Is this case compatible with a Samsung Galaxy E7?,Yes,66/66f3a68c.jpg
81uh565q3HL,B07T2R35K6,Is the power cord length sufficient for most typical uses?,Yes,31/317d484b.jpg
81B4e0EI1FL,B019NTE5YU,What is the cover's color?,Green,9d/9d579621.jpg
81o6brl4PKL,B078FBX4HL,What is the toe shape of this boot?,Pointed,08/083d132a.jpg
81NnXaDCUIL,B07TRW6PCK,Is this case 3D printed?,Yes,4e/4e618b1f.jpg
51frkGfSm5L,B0152PBTRK,Is the included Lightning cable Apple certified?,Yes,3f/3fcec17c.jpg
41gocDHJ4uL,B01M4HLPU3,Is this shredder micro-cut?,Yes,d1/d1af5d96.jpg
71bEkpmWTxL,B07T9TQLXR,Is this a slim case?,Yes,49/49b1b22b.jpg
71OQeuqgv4L,B008U4QR64,Is assembly required?,No,37/3794778f.jpg
81xEVTKNApL,B0854D5582,What is the phone case material?,Silicon,2f/2f357c87.jpg
615KGUO7TYL,B07K9JL76J,What is the sofa's seater capacity?,3,47/475a19d7.jpg
71DqhpZbR7L,B0853X95CX,What is the design of the phone case?,Denim,a0/a0b8a42c.jpg
7197LNKh8hL,B0853X8GF3,What is the phone case's design style?,Pattern,3c/3c4cbf90.jpg
81zTjt5g3gL,B07TG38HZG,Is the case precisely cut for the Lenovo A6600's charging port?,Yes,49/49b1b22b.jpg
710OjSZwy6L,B00GYVBQU2,Is this product dishwasher safe?,Yes,e7/e7b0a1b4.jpg
51ajqjMk6hL,B01M4J1DDP,Does this hub require additional power adapters?,No,c3/c354e930.jpg
91S00XgCXEL,B07DBDWXM8,Is this a sofa?,Yes,8a/8ab8e4b0.jpg
81I6DLZtjjL,B074H6MC5Q,How many tablets are included?,100,c5/c5e937ee.jpg
91c0lW4EILL,B077FF8VNM,What is the color of the espadrilles?,Black,5c/5c1e8993.jpg
718GyxKkEOL,B0812C4MTY,What is the color of the loafers?,Beige,7c/7c2dacda.jpg
716XdpdgtJL,B0812JQ46D,What is the primary material of the included geometric tools?,Plastic,00/003c6221.jpg
614YwjjXPzL,B07TG47SJ2,Is the case precisely cut for all ports and buttons?,Yes,38/38aa4230.jpg
71OhfK4dooL,B0854M3DCR,What is the phone case's design style?,Floral,36/36c89f81.jpg
71GGj5s+WtL,B07T15YMBX,Is this case 3D printed?,Yes,34/3491f7a7.jpg
81frGbs56LL,B01NB1TODQ,What is the material of the sneaker?,Leather,dc/dc680a14.jpg
81IIHtkI7RL,B07TH3T8YS,Is this case for a Nokia 5?,Yes,d1/d16c5918.jpg
71f-SdFDtTL,B07TH3BPZP,Is this a slim case?,Yes,58/5852447b.jpg
71mYLRit-gL,B00GS5YDT0,Is this AmazonBasics USB hub self-powered?,No,94/94a9a577.jpg
7182iCmbeAL,B079KNV7F6,Are these briefs disposable?,Yes,68/68ec226c.jpg
811MyBKUuAL,B07TQHBDNT,Is this case hard or soft?,Hard,06/06fe16bc.jpg
614c798dvXL,B07TB53MZ3,Is this case compatible with a OnePlus 2 phone?,Yes,79/796d787e.jpg
51Iku6LFIKL,B06XSRBYNN,What colors are shown?,Two,b0/b0439ea1.jpg
71KWyjgPMUL,B08563NBZV,What is the design featured on this phone case?,Lion,bc/bcb6b190.jpg
61soB7GS-6L,B07T9TM4NM,Is this a slim case?,Yes,69/694778b1.jpg
81I2K5KfYHL,B0853WY67F,What is the design printed on the phone case?,Tiger,bc/bc94e4e3.jpg
61y78Mr3ZOL,B08563VVYZ,What is the phone case design?,Cupcakes,31/31da074b.jpg
81d8iKyHZXL,B074KKZ29X,Is this a daily multivitamin?,Yes,92/92a21781.jpg
817JjmUV5NL,B071GPDQ29,Is this belt made of genuine leather?,No,19/19ce1336.jpg
718GjwZBimL,B0854G1NWV,What is the phone case's design?,Butterflies,2f/2f357c87.jpg
71I-W3hF3GL,B0853XDQLQ,What is the phone case's design?,Panda,85/85192c70.jpg
71c5z9x15CL,B07TF1DF5J,Is this a slim case?,Yes,49/49b1b22b.jpg
81HFx9T0CIL,B06XH49R2D,Is the buckle on these shoes adjustable?,Yes,6a/6a5579e8.jpg
71RNF21fe4L,B07CZKTS68,What is the color of the Eono toiletry bag?,Blue,8d/8dfdf03a.jpg
61Lcg5ssr4L,B01N365R6A,Are the included mounting screws 1 inch and 1.63 inches long?,Yes,a7/a7ee10be.jpg
81aISYfJlWL,B07TG4THV1,Is the Apple logo visible through the case?,Yes,6b/6b8e4879.jpg
71ZpD8jE0EL,B07TH325JW,Is this case slim?,Yes,42/4273f703.jpg
91M20LEOgNL,B074MFPBCZ,What is the roast level of this coffee?,City,60/60202ab1.jpg
71mc8EvXe0L,B07H5YX37W,What is the color of the Jenny Seattle shoes?,White,94/94785b60.jpg
61oJOkOCiIL,B07TG4KYYJ,Is this case compatible with the Vivo Y53 model?,Yes,0e/0e2d3088.jpg
61emzBCeBzL,B082KNYKZB,What is the hat's brim style?,Wide,6c/6c5be9c9.jpg
91b9p1-YdUL,B014IID1P0,What is the material of the towels?,Cotton,5d/5d667a9a.jpg
61p7+AHVjVL,B078SWLL2S,Is the frame included with the print?,Yes,bc/bc075e52.jpg
71i1rNkkOML,B079Q157N1,Are these sandals made of genuine leather?,No,0e/0e4918e7.jpg
61zCaj7J2wL,B082QGDFFB,What is the upper material of this sandal?,Polyurethane,71/715ae384.jpg
71lpRZShHAL,B072V71HLN,What is the material of the sandals?,Textile,94/9484bd75.jpg
81e0ylIQ2YL,B07ZQFCTT2,What is the clasp type?,Lobster,aa/aa76c787.jpg
71tWHdpM+EL,B01DOOEODC,Is this tie made from 100% silk?,Yes,a7/a704cdbb.jpg
81KcfQwIw9L,B07TF1BJBD,Is this a slim case?,Yes,49/49b1b22b.jpg
71eglL5Sg1L,B081HNLMYS,What is the design featured on this phone case?,Denim,86/860bec86.jpg
81NB9UHksTL,B00NFSCVCE,What is the plating of these earrings?,Rose-gold-plated,49/490fef0a.jpg
718Zpq1OY6L,B0853WY7K7,What is the design style of the phone case?,Wooden,0e/0e7b1451.jpg
51M39MBAwDL,B072MQXMKM,Is this Peruvian coffee USDA Organic certified?,Yes,d9/d980b144.jpg
71y1-Kv6tCL,B081HMX73H,What is the primary material of this handbag?,PU,09/09b75fa8.jpg
816i3mNMZ3L,B07WSNKN8W,What color is the handbag?,Black,cf/cf30253b.jpg
81n00RFrwmL,B07T8Q1M6P,Is this case slim?,Yes,c3/c3987c24.jpg
71qFfCOHW4L,B07T811MGN,Is the printed image on this LG G4 Stylus case a glossy finish?,No,59/59349c66.jpg
71m49Tn+V4L,B084XQYWCL,What is the style of these flats?,Ballerinas,e7/e77ee3ea.jpg
71hP64fsYpL,B08569676K,What is the print style of the phone case?,Pattern,36/36e2985e.jpg
91jkqShfq0L,B07XCDYJTG,What is the color of the chairs?,Tan,18/1844a81c.jpg
B1RoXBO7cdS,B07DBDRN8S,What is the color of the settee?,Grey,c9/c914e4e8.jpg
81llM3QKMUL,B0748R4SPC,Is the slipper's sole suitable for outdoor use?,Yes,da/da2fa49e.jpg
71Zsq8pCmkL,B071H42RNZ,What is the color of the Red Wagon Girls' Muck Desert Boots?,Red,61/612a94ae.jpg
816fwX-ZjcL,B0845BVZXD,What is the outer material of these shoes?,Cotton,2b/2b6c860d.jpg
719r+JWV6fL,B07DW5LBJV,What is the number of shelves?,Three,b1/b109bfe7.jpg
81EDnPQSSNL,B07T24WX3Z,Is this case slim?,Yes,d5/d51fc431.jpg
611eFWZi6jL,B07T1L6R5X,Is this a slim case?,Yes,8b/8b2c3536.jpg
61eaPb7XQwL,B07VMRRH2B,What is the case's primary color?,Clear,0f/0fc8a577.jpg
81EmNQw72+L,B07T36RPS2,Is this case compatible with the Asus Zenfone Selfie ZD551KL?,Yes,6d/6d7af83f.jpg
61b088ukcjL,B07T22KL48,Is this case 3D printed?,Yes,90/90b8cdea.jpg
81q1L8dUjqL,B076VFXNY8,Is the clock ticking?,Yes,4a/4a9d12de.jpg
51LHr2rxO0L,B06WP28X5Q,Are these envelopes self-sealing?,Yes,17/1772e58b.jpg
71wMMU6kHQL,B07TH2422D,Is this case slim?,Yes,5d/5dd3ef6c.jpg
81Zr9QvZzOL,B075Z8627Z,What is the table's primary color?,Brown,db/dbcee7fc.jpg
71O0bAmFVaL,B07TG4SKZ9,Is this case slim?,Yes,49/49b1b22b.jpg
713TZ3mKJnL,B081D8JP3M,What is the grill's diameter in inches?,22,e1/e1e7ef0b.jpg
81EMCqQqceL,B074MH18FB,Is this product organic?,Yes,08/0840aaf2.jpg
717YKcBjuhL,B0142RWGIK,Is this a leather boot?,Yes,bf/bfd9a708.jpg
81m0xvqr-zL,B073486QF5,Does this case hold 8 game cartridges?,Yes,bd/bd0f6d6b.jpg
61V6VSPVOZL,B07TF1C6VW,Is this case slim?,Yes,b8/b8ee8080.jpg
91s4XnTBdwL,B0732VD1FZ,Are these boots lined with faux fur?,Yes,5b/5bcc9238.jpg
91i-FBqK3qL,B073P6HGN5,Is this wall art framed?,Yes,c9/c9ae8698.jpg
717RTnJ6hlL,B07TC64F6D,Is this case 3D printed?,Yes,66/66f3a68c.jpg
61UrxEtAyaL,B01BDA170M,Are these earrings made of sterling silver?,Yes,2d/2dc4a655.jpg
81z7JCDRagL,B074H6S8NL,What is the brand of this collagen supplement?,Whole Foods,16/16a63adf.jpg
71wZZCMQ4VL,B0853WN31W,What is the phone case material?,Silicone,85/85192c70.jpg
71d1vG82uVL,B07TGZZ73N,Is this case slim?,Yes,24/2404ead4.jpg
716g35vrMXL,B07TG4LWNS,Is this case hard?,Yes,49/49b1b22b.jpg
81d-SE-j5RL,B07T24WGD9,Is this a slim case?,Yes,49/49b1b22b.jpg
91ic5KHS0FL,B07JQKS4MH,Is assembly required?,No,a7/a78719d7.jpg
61479xaPW3L,B07T269KYW,Is this a slim case?,Yes,7b/7b2cde5e.jpg
71T5BE09uQL,B07T9492DX,Is the case precisely cut for all ports and buttons?,Yes,1b/1ba845af.jpg
71J8ZDwY08L,B07TB4W2LY,Is the corn image on this OnePlus 2 case printed directly onto the hard case?,Yes,66/66f3a68c.jpg
61+fsAmOTKL,B07TG47RXW,Is this case slim?,Yes,49/49b1b22b.jpg
514VHoCcboL,B07L8ZVNDZ,What is the color of the sandals?,White,bd/bdec0ee8.jpg
913Rd4IIkIL,B06VTJJ67T,Is this bag made of suede?,Yes,17/17859dcd.jpg
61vyOckadoL,B07MHYBV9B,"What is the heel height of the Tilly boots, in inches?",3.5,79/7925e56e.jpg
